ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NBR,FULL_NAME_CALLED,CALLED_NBR,START_DATE,DURATION,END_DATE,CELL_TOWER,CITY,STATE,ADDRESS
340,Marsh Kenchington,Marsh,Kenchington,52(306)676-8044,Bendix Duinbleton,63(117)708-5135,1580964387,126,1580964513,45,New York City,NY,06 Huxley Crossing
341,Mignonne D'Enrico,Mignonne,D'Enrico,46(965)291-3483,Nial Agar,62(677)146-9559,1599473206,86,1599473292,74,New York City,NY,1096 Hintze Junction
342,Gery Alred,Gery,Alred,7(314)326-1855,Evaleen Tuffley,62(499)121-3987,1591485253,111,1591485364,90,Albany,NY,263 Ridgeway Trail
343,Maitilde Picardo,Maitilde,Picardo,850(456)355-5323,Oralie Waghorn,52(827)872-2319,1578198991,248,1578199239,41,Buffalo,NY,04 Dapin Hill
344,Rodina Glaves,Rodina,Glaves,351(448)886-0290,Cobb Olenchenko,967(325)740-6616,1595711824,93,1595711917,39,Hicksville,NY,654 Thierer Park
345,Wendall Russilll,Wendall,Russilll,46(360)453-1700,Jameson Delepine,7(186)956-8918,1593546453,41,1593546494,7,New York City,NY,058 Mandrake Place
346,Morgan Gobel,Morgan,Gobel,992(249)756-5499,Fredia Larmour,53(215)155-7869,1602334873,83,1602334956,78,New York City,NY,885 Dapin Alley
347,Keely Keetch,Keely,Keetch,46(505)613-4584,Killie Gornar,81(285)436-3848,1596369717,12,1596369729,22,New York City,NY,690 Maryland Terrace
348,Jedediah Prestner,Jedediah,Prestner,62(836)170-4398,Lev Tomasino,57(807)802-6158,1597756437,179,1597756616,99,Buffalo,NY,25 Norway Maple Hill
349,Jeannette Moyles,Jeannette,Moyles,269(489)291-8564,Cacilia Larkcum,51(697)857-2835,1578563364,155,1578563519,119,Buffalo,NY,0426 Anderson Parkway
350,Emilie Hambelton,Emilie,Hambelton,55(439)937-7494,Thatch Muckart,62(819)153-1386,1580408521,8,1580408529,36,Albany,NY,83 Loftsgordon Trail
351,Tim Collens,Tim,Collens,63(589)682-5130,Natalee Sauvan,351(915)329-3669,1593589501,283,1593589784,128,Hicksville,NY,102 Talisman Hill
352,Alonzo Millberg,Alonzo,Millberg,420(939)895-3549,Stephanie Wilshaw,1(637)117-5442,1598864142,263,1598864405,91,Albany,NY,5 Melby Drive
353,Catlin O'Howbane,Catlin,O'Howbane,351(430)648-9938,Halette Swadlinge,46(790)271-5262,1599902756,174,1599902930,145,Flushing,NY,47 Calypso Place
354,Devy Kleine,Devy,Kleine,351(176)122-9468,Terrence Fosdike,993(497)528-1972,1587867551,147,1587867698,54,New York City,NY,8707 Lake View Court
355,Stacey Biasini,Stacey,Biasini,358(894)677-9082,Nester Strutz,55(767)502-0335,1583418964,268,1583419232,72,Bronx,NY,525 Maryland Street
356,Lorenza Vasilkov,Lorenza,Vasilkov,30(386)120-2880,Park Waskett,81(509)705-0245,1590905587,29,1590905616,139,New York City,NY,42 Onsgard Park
357,Smitty Harbage,Smitty,Harbage,374(670)801-6321,Melisande Weedall,263(779)839-9252,1578052635,195,1578052830,120,Buffalo,NY,3335 Norway Maple Alley
358,Talbot Manby,Talbot,Manby,264(853)905-3111,Dionne Scambler,62(386)944-9343,1601786353,17,1601786370,63,New York City,NY,9 2nd Circle
359,Hieronymus Trangmar,Hieronymus,Trangmar,86(364)702-0042,Nial Agar,62(677)146-9559,1594682558,97,1594682655,89,New York City,NY,31 Welch Park
360,Oralie Waghorn,Oralie,Waghorn,52(827)872-2319,Mariquilla Cleall,94(374)200-0164,1585756489,214,1585756703,74,Albany,NY,03477 Helena Pass
361,Collie Widdecombe,Collie,Widdecombe,54(141)680-8675,Tobi Biaggioni,86(156)653-4733,1594355814,261,1594356075,145,Rochester,NY,2 Anhalt Street
362,Ossie Barcroft,Ossie,Barcroft,62(111)599-7528,Tuckie MacDunleavy,86(782)746-0805,1593222496,144,1593222640,42,Buffalo,NY,7481 7th Parkway
363,Bryana MacSwayde,Bryana,MacSwayde,47(117)832-2328,Sansone Piell,1(482)851-5955,1584813455,249,1584813704,16,New York City,NY,1301 Colorado Terrace
364,Myron Botten,Myron,Botten,356(891)942-2869,Vicki Tribe,380(277)565-4975,1593692079,234,1593692313,141,Bronx,NY,29680 Scoville Drive
365,Katrine Salmoni,Katrine,Salmoni,227(130)468-0624,Gerrie Kiraly,39(982)495-4090,1578635179,89,1578635268,58,Elmira,NY,3301 Golden Leaf Center
366,Ivett Oughtright,Ivett,Oughtright,380(921)373-2877,Devondra Jopke,62(916)984-7113,1602760568,183,1602760751,142,New York City,NY,87082 Maple Road
367,Killie Gornar,Killie,Gornar,81(285)436-3848,Cristabel Grigorian,63(847)564-2547,1599602550,207,1599602757,104,Albany,NY,11 Anderson Hill
368,Tatiana Gladdolph,Tatiana,Gladdolph,385(142)239-5003,Ellen Littleproud,62(503)469-8975,1593591098,34,1593591132,27,New York City,NY,8 Forest Dale Center
369,Thia Tollit,Thia,Tollit,62(571)866-4685,Conant Bellison,254(525)271-0075,1599579893,139,1599580032,47,New York City,NY,072 Raven Parkway
370,Clarie Crambie,Clarie,Crambie,52(622)229-7832,Leeland Sieghart,380(558)106-6102,1601500200,292,1601500492,148,Albany,NY,437 Blackbird Junction
371,Johny Lingner,Johny,Lingner,351(617)272-2007,Karrah Meaney,7(722)855-5212,1599171288,111,1599171399,45,Syracuse,NY,954 Paget Terrace
372,Fredia Larmour,Fredia,Larmour,53(215)155-7869,Arda Lermouth,46(340)563-2496,1587415319,275,1587415594,95,White Plains,NY,75958 Sherman Alley
373,Bekki Garbett,Bekki,Garbett,57(865)955-0746,Larisa Visco,380(865)967-8693,1590375661,295,1590375956,142,Albany,NY,1 Toban Drive
374,Letta Fabry,Letta,Fabry,81(761)998-6440,Angelika MacCahee,86(167)442-7649,1584420556,274,1584420830,135,New York City,NY,85 8th Place
375,Stephi Renard,Stephi,Renard,1(596)152-2183,Omero Halwell,62(204)360-4327,1587852679,267,1587852946,144,New York City,NY,0 Blackbird Drive
376,Grove Iorillo,Grove,Iorillo,389(817)350-3034,Dollie Birchall,358(630)923-9414,1584767973,212,1584768185,128,Brooklyn,NY,3580 Dorton Avenue
377,Lily Cristofor,Lily,Cristofor,86(810)225-2683,Mufi Canto,86(274)176-3077,1578412411,41,1578412452,102,Syracuse,NY,14578 Bunting Center
378,Amandi Bielby,Amandi,Bielby,62(753)475-5764,Kurt Phizacklea,1(867)633-0078,1600456726,226,1600456952,69,New York City,NY,54059 Graceland Pass
379,Cammy Dun,Cammy,Dun,86(484)206-5229,Kaleena Kneafsey,31(757)451-7717,1579310702,69,1579310771,34,New York City,NY,178 Tennessee Point
380,Hana Cleland,Hana,Cleland,66(270)798-8344,Humfrid Eveque,46(204)953-1390,1600625753,251,1600626004,81,Buffalo,NY,7173 Myrtle Trail
381,Boone Lavallin,Boone,Lavallin,30(527)210-0030,Bradney Adriaan,81(653)888-1489,1593467338,187,1593467525,62,New York City,NY,207 Pearson Trail
382,Rocky Paydon,Rocky,Paydon,62(111)966-5924,Titus Formoy,380(216)777-8270,1587029813,230,1587030043,100,New York City,NY,4233 Mifflin Center
383,Nerta Gally,Nerta,Gally,977(603)651-2849,Stanton Olivey,62(168)265-5994,1596843436,214,1596843650,64,Albany,NY,87509 Waxwing Junction
384,Raychel Huscroft,Raychel,Huscroft,380(869)492-8421,Haydon Akitt,39(883)497-1444,1595668092,19,1595668111,48,Albany,NY,3089 Sundown Trail
385,Wileen O'Lennane,Wileen,O'Lennane,48(240)472-2214,Murray Colgrave,55(806)929-4982,1585250764,58,1585250822,80,Brooklyn,NY,930 Rockefeller Place
386,Park Coaker,Park,Coaker,54(138)618-1551,Jeffie Hamly,81(350)116-8396,1583485716,149,1583485865,55,Jamaica,NY,13 Debs Pass
387,Jeffie Hamly,Jeffie,Hamly,81(350)116-8396,Belvia Piddlesden,54(518)695-0149,1596361345,149,1596361494,146,New York City,NY,70279 Fremont Center
388,Lev Tomasino,Lev,Tomasino,57(807)802-6158,Wendall Russilll,46(360)453-1700,1586042530,233,1586042763,139,Buffalo,NY,45 Dorton Center
389,Hali Grayer,Hali,Grayer,55(523)387-7041,Joey Larmuth,66(878)805-8478,1581927515,103,1581927618,121,Albany,NY,752 Forest Run Point
390,Nicola Evensden,Nicola,Evensden,86(373)999-3537,Cacilia Larkcum,51(697)857-2835,1598711046,218,1598711264,54,New York City,NY,7 Independence Terrace
391,Englebert Albion,Englebert,Albion,372(818)935-1230,Monro Sango,62(678)287-6038,1589612316,128,1589612444,13,Flushing,NY,075 Pierstorff Trail
392,Annabal Martignoni,Annabal,Martignoni,86(433)769-7685,Claudianus Hendron,92(154)217-0851,1591956949,262,1591957211,84,Brooklyn,NY,2915 Old Shore Junction
393,Jillayne Edmands,Jillayne,Edmands,242(605)963-0227,Jaquelin Lackney,7(954)895-8067,1583175407,28,1583175435,121,Rochester,NY,78 5th Center
394,Valle Condie,Valle,Condie,86(648)127-3186,Terri Sapsed,51(686)954-3367,1582060297,213,1582060510,1,Albany,NY,9623 Norway Maple Plaza
395,Darbie Summerscales,Darbie,Summerscales,385(816)826-9998,Francyne Kanter,84(898)526-1387,1593677675,142,1593677817,118,Syracuse,NY,90 Lyons Trail
396,Cal Clyne,Cal,Clyne,358(274)643-5770,Crissy Truder,86(624)752-6671,1585113387,83,1585113470,16,Mount Vernon,NY,53948 Golf Course Court
397,Abagail Gillion,Abagail,Gillion,996(634)404-7079,Tana Wyldes,66(177)644-1234,1589292702,116,1589292818,127,New York City,NY,2 Village Junction
398,Bradley Cronshaw,Bradley,Cronshaw,56(894)713-9005,Jeffie Hamly,81(350)116-8396,1579960997,172,1579961169,11,Bronx,NY,80137 Stang Parkway
399,Nariko Loche,Nariko,Loche,53(820)330-2809,Cal Clyne,358(274)643-5770,1588903073,158,1588903231,114,Bronx,NY,15 Oakridge Place
400,Susanne Bosch,Susanne,Bosch,359(813)549-6117,Traver Weal,33(536)343-4075,1595888519,233,1595888752,63,Brooklyn,NY,0 Sherman Plaza
401,Thaine Trenaman,Thaine,Trenaman,82(909)422-4422,Antoine Puckham,351(635)277-2293,1589088061,143,1589088204,15,Brooklyn,NY,81022 Southridge Road
402,Tabbie Monnery,Tabbie,Monnery,86(304)726-8802,Christean Giovanizio,503(570)311-1476,1598886740,211,1598886951,25,Albany,NY,3 Meadow Valley Junction
403,Odele Killingworth,Odele,Killingworth,218(168)674-5817,Bianka Wileman,504(313)748-0347,1591804633,123,1591804756,61,New York City,NY,83 Autumn Leaf Pass
404,Philip Fearnill,Philip,Fearnill,234(460)456-5927,Jorry Frood,53(353)147-7565,1597856958,227,1597857185,4,New York City,NY,8261 La Follette Way
405,Roldan Ianitti,Roldan,Ianitti,381(150)523-3916,Leilah Dickens,98(443)309-3625,1597538395,224,1597538619,45,Syracuse,NY,8727 Express Street
406,Darbie Summerscales,Darbie,Summerscales,385(816)826-9998,Kaila Dampney,593(309)325-7239,1589417613,114,1589417727,74,Jamaica,NY,370 Killdeer Place
407,Alexia Ksandra,Alexia,Ksandra,86(834)760-3546,Nelie Asty,55(731)774-0039,1588861163,226,1588861389,72,Buffalo,NY,18328 7th Crossing
408,Crissy Truder,Crissy,Truder,86(624)752-6671,Antoine Puckham,351(635)277-2293,1599317666,143,1599317809,57,New York City,NY,81871 Sugar Junction
409,Sasha Androlli,Sasha,Androlli,1(323)687-3946,Karlik Marval,62(696)626-1539,1588303942,6,1588303948,148,New York City,NY,0095 Moose Pass
410,Evvie Neeson,Evvie,Neeson,358(369)642-7988,Nial Agar,62(677)146-9559,1601168144,139,1601168283,63,Schenectady,NY,3432 Almo Point
411,Odelia Blachford,Odelia,Blachford,374(545)718-7864,Stormie Swallwell,63(874)100-5153,1601153183,171,1601153354,8,New York City,NY,30 Gale Lane
412,Cy Summerell,Cy,Summerell,48(127)632-9747,Adelice Longfoot,62(863)512-0454,1582380948,263,1582381211,78,Jamaica,NY,086 Union Pass
413,Caterina Moriarty,Caterina,Moriarty,86(692)106-2161,Gavin Marti,691(564)446-3150,1589976502,105,1589976607,25,Buffalo,NY,6 South Point
414,Mora Durtnell,Mora,Durtnell,351(635)482-3498,Jessie Trubshawe,356(696)591-4489,1601201488,178,1601201666,27,Rochester,NY,15503 Laurel Crossing
415,Marj Dunnet,Marj,Dunnet,420(691)402-5992,Sumner Meeking,86(207)364-5325,1584817727,165,1584817892,6,Syracuse,NY,435 Merchant Alley
416,Cammy Dun,Cammy,Dun,86(484)206-5229,Angelia Currey,86(420)665-9233,1578599965,224,1578600189,41,New York City,NY,2 Westport Center
417,Guillema Durrand,Guillema,Durrand,86(184)749-5934,Giuditta Wissby,7(923)253-4674,1594732234,299,1594732533,136,New York City,NY,073 Redwing Circle
418,Freemon Affron,Freemon,Affron,242(514)571-5448,Elinore Leppington,967(291)595-6643,1585899517,298,1585899815,52,Albany,NY,2112 Hermina Junction
419,Rollo Swaysland,Rollo,Swaysland,86(259)173-5513,Rutger Culross,509(720)738-5358,1591586338,130,1591586468,121,New York City,NY,96 Chive Place
420,Doll Macieja,Doll,Macieja,216(924)552-2844,Leilah Dickens,98(443)309-3625,1592830647,129,1592830776,67,Buffalo,NY,65 Sullivan Hill
421,Brita Petrolli,Brita,Petrolli,92(540)505-6416,Dominga Verduin,30(249)492-8859,1580514974,219,1580515193,9,New York City,NY,1 Emmet Center
422,Tod Proschke,Tod,Proschke,86(217)670-1508,Livvy Mc-Kerley,62(689)553-5127,1593329443,220,1593329663,57,Jamaica,NY,0479 Northridge Terrace
423,Lowrance Capps,Lowrance,Capps,86(193)126-8954,Raychel Huscroft,380(869)492-8421,1594868145,9,1594868154,108,Albany,NY,6535 Portage Road
424,Katrina Wheildon,Katrina,Wheildon,351(507)495-3520,Frannie Nibley,358(675)167-3990,1591690230,268,1591690498,26,Syracuse,NY,08039 Bartelt Road
425,Kendal Van Arsdall,Kendal,Van Arsdall,66(683)402-0014,Traver Weal,33(536)343-4075,1578364584,129,1578364713,88,Brooklyn,NY,9 Darwin Alley
426,Bendite Schoales,Bendite,Schoales,1(904)447-3383,Laraine MacGeffen,351(896)338-5335,1599672327,185,1599672512,86,New York City,NY,007 Hoepker Avenue
427,Isaac Romeuf,Isaac,Romeuf,63(738)252-6696,Vyky Schroter,351(142)652-2468,1579431907,77,1579431984,111,New York City,NY,19999 Holy Cross Center
428,Kellia Mee,Kellia,Mee,27(634)269-1925,Gregg Fronczak,98(951)928-5279,1580191180,242,1580191422,138,New York City,NY,9640 Butternut Point
429,Dion Paydon,Dion,Paydon,63(885)164-0321,Becca Clinton,48(348)894-0231,1598398030,222,1598398252,33,Albany,NY,80 Kennedy Pass
430,Ardisj Tort,Ardisj,Tort,7(275)584-5094,Jocko Plose,33(422)696-7041,1596792076,56,1596792132,11,New York City,NY,0 Valley Edge Lane
431,Mavra Shovlin,Mavra,Shovlin,86(155)354-2344,Franciskus Blewitt,1(864)451-7481,1582138378,10,1582138388,39,New York City,NY,98 Village Court
432,Leo Plimmer,Leo,Plimmer,98(915)859-7379,Susanne Bosch,359(813)549-6117,1581461876,254,1581462130,33,New York City,NY,893 Canary Crossing
433,Mercy Bartolomivis,Mercy,Bartolomivis,62(116)664-6727,Bryana MacSwayde,47(117)832-2328,1591927687,253,1591927940,106,Bronx,NY,7020 Graceland Lane
434,Costa Maddison,Costa,Maddison,55(764)908-6585,Averill Gashion,52(226)358-6341,1588238023,122,1588238145,13,Brooklyn,NY,2710 Summit Pass
435,Daniela Stampe,Daniela,Stampe,33(655)435-2419,Robbyn Franca,86(290)697-7607,1599951416,51,1599951467,129,New York City,NY,0 Veith Lane
436,Myron Botten,Myron,Botten,356(891)942-2869,Dun Kemwal,351(185)114-4962,1587912313,39,1587912352,102,Elmira,NY,512 Norway Maple Court
437,Jeri Agronski,Jeri,Agronski,86(992)573-8686,Lissy Dikels,33(416)659-0414,1588662663,89,1588662752,44,New York City,NY,8545 Dottie Drive
438,Genvieve Juppe,Genvieve,Juppe,86(566)161-1938,Emylee Titterington,387(341)515-3575,1586368472,99,1586368571,16,Buffalo,NY,41 Schiller Street
439,Kevan Crippes,Kevan,Crippes,420(378)446-7654,Crissy Truder,86(624)752-6671,1594224273,299,1594224572,18,New York City,NY,5703 Westend Lane
440,Darbie Summerscales,Darbie,Summerscales,385(816)826-9998,Elberta Christoforou,63(978)180-0996,1596629206,13,1596629219,98,Rochester,NY,0 Schmedeman Center
441,Lily Gayforth,Lily,Gayforth,33(441)516-0710,Cacilia Larkcum,51(697)857-2835,1578023170,81,1578023251,127,Mount Vernon,NY,4184 Lotheville Center
442,Jayne O'Hanley,Jayne,O'Hanley,1(336)497-7203,Gwenneth Barreau,57(694)262-9171,1597380257,24,1597380281,87,New York City,NY,2 Oakridge Drive
443,Lorenza Vasilkov,Lorenza,Vasilkov,30(386)120-2880,Haydon Akitt,39(883)497-1444,1582410442,193,1582410635,119,Yonkers,NY,0332 Blue Bill Park Park
444,Brett Stickel,Brett,Stickel,33(304)944-3840,Jervis Brownhall,385(290)330-9176,1595268294,243,1595268537,110,New York City,NY,36494 Loeprich Place
445,Byrle Penfold,Byrle,Penfold,86(567)847-5203,Avram Sorton,46(558)252-2105,1585517185,57,1585517242,121,Bronx,NY,84459 Blaine Junction
446,Gav Donat,Gav,Donat,86(941)886-9878,Gizela Bardey,57(603)155-6377,1583853642,248,1583853890,47,Mount Vernon,NY,4 Eastwood Street
447,Jessika MacDowall,Jessika,MacDowall,234(380)412-6700,Alfredo Diben,86(724)187-8209,1579009860,229,1579010089,106,Rochester,NY,654 Monument Crossing
448,Gerome Patroni,Gerome,Patroni,86(656)649-1650,Abagail Kynman,48(305)286-4960,1583934182,271,1583934453,25,New York City,NY,3 Oriole Plaza
449,Ellen Littleproud,Ellen,Littleproud,62(503)469-8975,Jenica Twomey,7(437)727-3790,1594463638,182,1594463820,76,New York City,NY,7 Hanover Parkway
450,Ardelle Tenbrug,Ardelle,Tenbrug,251(856)113-8667,Jillayne Martinetto,420(563)154-0700,1603101323,127,1603101450,18,Brooklyn,NY,9 Old Shore Center
451,Andros Brabbins,Andros,Brabbins,63(524)369-2699,Monro Sango,62(678)287-6038,1590734650,3,1590734653,133,New York City,NY,903 Oakridge Plaza
452,Caterina Moriarty,Caterina,Moriarty,86(692)106-2161,Zacharia Bocock,52(370)641-4188,1594289302,147,1594289449,13,Mount Vernon,NY,15 Gale Drive
453,Olivia Stockwell,Olivia,Stockwell,381(492)943-4552,Wildon Wagg,93(600)388-9125,1581903887,284,1581904171,124,Brooklyn,NY,14 Arrowood Hill
454,Brita Petrolli,Brita,Petrolli,92(540)505-6416,Clementia Archley,63(532)229-6080,1584925125,234,1584925359,107,New York City,NY,70859 Artisan Avenue
455,Elvyn Siely,Elvyn,Siely,7(636)938-1924,Salli Crosher,420(477)732-7861,1588921538,49,1588921587,39,Jamaica,NY,20 Continental Point
456,Shoshana Gatheral,Shoshana,Gatheral,62(608)781-5104,Zenia Ratnege,63(430)538-8343,1583514698,225,1583514923,107,Jamaica,NY,10 Vera Road
457,Merwyn Andries,Merwyn,Andries,381(885)404-8466,Alic Roycroft,386(998)932-6292,1579989734,35,1579989769,87,Syracuse,NY,3 Eastlawn Trail
458,Caterina Moriarty,Caterina,Moriarty,86(692)106-2161,Peri Hellin,30(964)485-1485,1583517732,167,1583517899,80,New York City,NY,4211 Mesta Trail
459,Grange Fairest,Grange,Fairest,380(429)875-8725,Pietra Rickaert,62(449)431-7790,1602271616,181,1602271797,9,Brooklyn,NY,3496 Manufacturers Trail
460,Tabbi Ternott,Tabbi,Ternott,855(181)231-3050,Claudianus Hendron,92(154)217-0851,1579662351,53,1579662404,83,New York City,NY,4170 Swallow Place
461,Yoshiko Lindeberg,Yoshiko,Lindeberg,55(535)947-6769,Jordan Matelaitis,55(745)589-0673,1590990564,245,1590990809,52,Brooklyn,NY,195 Londonderry Pass
462,Shurlocke Bealton,Shurlocke,Bealton,86(851)165-9728,Bealle Earland,86(314)899-4409,1586713745,193,1586713938,140,Hicksville,NY,5 Sutteridge Court
463,Scarface Charlesworth,Scarface,Charlesworth,86(225)403-1281,Sib Vink,880(348)172-4575,1601910217,253,1601910470,26,New York City,NY,3 Ridge Oak Center
464,Jenica Twomey,Jenica,Twomey,7(437)727-3790,Parsifal Skpsey,54(705)509-0044,1592999866,3,1592999869,121,Bronx,NY,7 Vera Plaza
465,Laraine MacGeffen,Laraine,MacGeffen,351(896)338-5335,Cyndie Astlett,86(371)777-3475,1590358324,133,1590358457,91,New York City,NY,65 Schlimgen Junction
466,Terri Sapsed,Terri,Sapsed,51(686)954-3367,Hernando Maty,63(916)629-8884,1581123939,86,1581124025,83,New York City,NY,24078 Caliangt Pass
467,Michel Possa,Michel,Possa,86(585)992-1170,Aimil Ringwood,63(785)397-6854,1595471051,239,1595471290,73,Brooklyn,NY,27740 Spaight Point
468,Jamison De Simoni,Jamison,De Simoni,62(832)174-4065,Grange Fairest,380(429)875-8725,1598755986,61,1598756047,79,New York City,NY,341 Swallow Point
469,Adele Stuck,Adele,Stuck,30(891)823-1478,Annabal Martignoni,86(433)769-7685,1584728067,120,1584728187,130,Mount Vernon,NY,9 Welch Place
470,Chlo Test,Chlo,Test,33(777)359-8546,Mora Durtnell,351(635)482-3498,1599443484,126,1599443610,20,New York City,NY,3 Norway Maple Way
471,Mildred Schubbert,Mildred,Schubbert,62(829)205-8675,Curran Scocroft,63(533)121-5830,1598635475,204,1598635679,144,Schenectady,NY,6688 Derek Pass
472,Paolina McLeese,Paolina,McLeese,212(628)792-6591,Englebert Albion,372(818)935-1230,1587016961,90,1587017051,47,New Hyde Park,NY,6586 Northwestern Junction
473,Karlik Marval,Karlik,Marval,62(696)626-1539,Alicia Kayes,86(297)785-5846,1601786238,44,1601786282,49,Buffalo,NY,6 Golf Park
474,Charmane Wilbor,Charmane,Wilbor,86(769)363-5709,Samaria Padillo,30(253)109-7148,1602682497,251,1602682748,31,Buffalo,NY,529 Grover Center
475,D'arcy Spiring,D'arcy,Spiring,81(240)639-1790,Waldemar Lokier,7(646)640-2051,1592253077,79,1592253156,69,Albany,NY,3629 Milwaukee Center
476,Irwin Coling,Irwin,Coling,234(132)800-1989,Leontyne Cadigan,57(745)847-3320,1581305335,168,1581305503,36,Brooklyn,NY,7421 Anzinger Avenue
477,Mignonne D'Enrico,Mignonne,D'Enrico,46(965)291-3483,Cilka McGucken,92(464)957-5395,1585060818,272,1585061090,59,Rochester,NY,06283 Bartillon Junction
478,Lionello Verrell,Lionello,Verrell,46(511)680-5898,Alain Worman,52(122)961-0318,1584262802,288,1584263090,61,Syracuse,NY,31533 Mandrake Court
479,Delia Blankley,Delia,Blankley,60(182)105-6941,Den Haydock,248(331)972-5173,1579957652,273,1579957925,1,Brooklyn,NY,2256 Northland Trail
480,Ardelia Wybourne,Ardelia,Wybourne,86(825)109-0524,Genvieve Juppe,86(566)161-1938,1600561489,238,1600561727,38,Rochester,NY,7 Eastwood Drive
481,Gavin Marti,Gavin,Marti,691(564)446-3150,Eddy Epperson,55(944)869-6666,1588895658,182,1588895840,139,Brooklyn,NY,28447 Quincy Pass
482,Cyndie Astlett,Cyndie,Astlett,86(371)777-3475,Paige Drews,51(607)899-2607,1582022103,96,1582022199,59,New York City,NY,0270 Stephen Street
483,Boone Lavallin,Boone,Lavallin,30(527)210-0030,Van Chasier,48(109)270-6973,1596732077,176,1596732253,19,New York City,NY,09 Randy Lane
484,Agretha Batt,Agretha,Batt,7(900)869-3452,Marj Dunnet,420(691)402-5992,1596910660,155,1596910815,136,Rochester,NY,219 Prairie Rose Parkway
485,Kory Merriton,Kory,Merriton,7(130)733-1872,Nehemiah Spittle,1(617)215-4143,1593451967,37,1593452004,77,New York City,NY,92 Bartelt Point
486,Harmon Hinze,Harmon,Hinze,60(206)849-4297,Van Chasier,48(109)270-6973,1586344702,298,1586345000,39,Rochester,NY,6595 Express Park
487,Sandie Bannester,Sandie,Bannester,33(238)417-7042,Maegan Stoeck,46(749)445-8506,1594532557,122,1594532679,47,Albany,NY,37 Alpine Center
488,Melissa Slite,Melissa,Slite,66(378)594-1929,Karleen Dommett,385(930)236-8494,1585021230,234,1585021464,74,Brooklyn,NY,480 Fisk Terrace
489,Blakelee Ghirigori,Blakelee,Ghirigori,62(668)125-6905,Barby Patsall,86(297)701-7279,1590827519,101,1590827620,110,Albany,NY,1994 Russell Drive
490,Henrie Ealam,Henrie,Ealam,86(754)555-9029,Addy Wreath,226(273)168-5355,1583406478,36,1583406514,38,Flushing,NY,332 Kipling Road
491,Goldi Readwin,Goldi,Readwin,86(765)608-4238,Vita Mountford,591(175)472-4406,1587527399,156,1587527555,35,Buffalo,NY,65119 Colorado Junction
492,Bary Treasure,Bary,Treasure,7(245)232-5648,Sib Vink,880(348)172-4575,1589926379,190,1589926569,27,Brooklyn,NY,5 Hermina Pass
493,Odey Pellamont,Odey,Pellamont,1(641)285-2827,Audie Power,970(432)544-8483,1577870644,145,1577870789,148,Utica,NY,4 Browning Drive
494,Alonzo Millberg,Alonzo,Millberg,420(939)895-3549,Hali Grayer,55(523)387-7041,1583276342,25,1583276367,11,Brooklyn,NY,06824 Fairview Trail
495,Letta Fabry,Letta,Fabry,81(761)998-6440,Traver Weal,33(536)343-4075,1600663851,127,1600663978,146,Yonkers,NY,05614 Eliot Circle
496,Merrill End,Merrill,End,63(758)476-1560,Rainer Sentance,63(421)436-0909,1578223634,239,1578223873,92,Albany,NY,7 Bayside Crossing
497,Cordy Collocott,Cordy,Collocott,84(182)395-6004,Reg Skirrow,1(314)552-9443,1587066553,136,1587066689,43,Bronx,NY,81 Mayfield Street
498,Corny Kohrt,Corny,Kohrt,86(743)737-7381,Colette Kirimaa,58(496)119-6112,1594123051,99,1594123150,107,Brooklyn,NY,78645 Pine View Pass
499,Emyle Raubenheimer,Emyle,Raubenheimer,81(876)768-9279,Cris Bidgod,1(210)886-4998,1579612642,294,1579612936,140,Bronx,NY,9 Charing Cross Plaza
500,Winifield Castello,Winifield,Castello,593(281)565-7361,Farr Gong,992(760)773-7640,1586862686,294,1586862980,60,New York City,NY,3278 Macpherson Plaza
501,Wash Spofford,Wash,Spofford,62(236)495-4319,Pietra Rickaert,62(449)431-7790,1585294742,75,1585294817,48,New York City,NY,38 Pepper Wood Avenue
502,Jameson Delepine,Jameson,Delepine,7(186)956-8918,Adan Sowden,55(579)614-4258,1581979210,127,1581979337,56,Syracuse,NY,92 Meadow Ridge Circle
503,Nickie Canellas,Nickie,Canellas,94(460)258-1947,Maxie Shilton,51(208)681-1159,1582232337,244,1582232581,142,Jamaica,NY,879 Dixon Point
504,Sadella Dresser,Sadella,Dresser,58(928)112-1307,Jaquelin Lackney,7(954)895-8067,1580721468,1,1580721469,69,Jamaica,NY,488 Golf View Pass
505,Tobi Biaggioni,Tobi,Biaggioni,86(156)653-4733,Isaac Romeuf,63(738)252-6696,1583548702,229,1583548931,26,New York City,NY,97811 Barby Parkway
506,Olivia Stockwell,Olivia,Stockwell,381(492)943-4552,Ilene Corey,86(415)473-0225,1596262228,10,1596262238,100,New York City,NY,29429 Hudson Court
507,Thaine Trenaman,Thaine,Trenaman,82(909)422-4422,Mona Seathwright,385(380)351-9704,1594842038,193,1594842231,69,Albany,NY,42 Northridge Place
508,Mandie Jeanesson,Mandie,Jeanesson,48(108)136-4880,Etti Iacovelli,46(610)194-7490,1584212436,154,1584212590,110,Flushing,NY,2 Boyd Way
509,Viviene Sreenan,Viviene,Sreenan,48(557)411-3745,Maure Maymand,66(341)479-0905,1584935878,3,1584935881,121,Schenectady,NY,528 Northport Circle
510,Etti Iacovelli,Etti,Iacovelli,46(610)194-7490,Glennie Walmsley,55(733)115-9488,1598685824,292,1598686116,98,New York City,NY,2 Dwight Terrace
